Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut
15:38:10:19.516,61,0.0625,0.15625,0.1171875,0.0,0.0,0.0390625,0.0,0.0625,0.15625,0.0078125,0.0,0.0,0.0390625,0.0,0.0390625,0.0,0.015625,0.0859375,0.109375,0.0390625,0.0546875,0.0,0.0234375,0.0859375,0.1484375,0.0,0.0,0.046875,0.0546875,0.125,0.140625,0.09375,0.0390625,0.1171875,0.0625,0.046875,0.0390625,0.1171875,0.1171875,0.0390625,0.046875,0.0390625,0.0390625,0.0859375,0.0,0.0,0.015625,0.125,0.125,0.1953125,0.2421875,0.0
15:38:10:20.516,61,0.3671875,0.328125,0.09375,0.0,0.0,0.0625,0.0,0.3671875,0.328125,0.03125,0.0,0.0,0.0625,0.0,0.046875,0.0,0.015625,0.0859375,0.1171875,0.0390625,0.0546875,0.0,0.03125,0.109375,0.1953125,0.0,0.0,0.046875,0.0546875,0.125,0.140625,0.09375,0.0390625,0.1171875,0.0625,0.046875,0.046875,0.125,0.125,0.0390625,0.0546875,0.0859375,0.0859375,0.09375,0.0,0.0,0.015625,0.2109375,0.2265625,0.1953125,0.2421875,0.0
15:38:10:21.516,61,0.890625,0.2578125,0.109375,0.0,0.0,0.0546875,0.0,0.890625,0.2578125,0.0078125,0.0,0.0,0.0546875,0.0,0.046875,0.0,0.015625,0.0859375,0.109375,0.0390625,0.0546875,0.0,0.078125,0.1171875,0.2109375,0.0,0.0,0.046875,0.0546875,0.125,0.1328125,0.09375,0.0390625,0.15625,0.0703125,0.0625,0.0625,0.125,0.1328125,0.0625,0.1015625,0.1015625,0.109375,0.1328125,0.0,0.0,0.015625,0.234375,0.2890625,0.2890625,0.3671875,0.0
15:38:10:22.516,61,0.9609375,0.25,0.109375,0.0,0.0,0.0546875,0.0,0.9609375,0.2578125,0.0078125,0.0,0.0,0.0546875,0.0,0.046875,0.0,0.015625,0.078125,0.1015625,0.0390625,0.0546875,0.0,0.0859375,0.1171875,0.2109375,0.0,0.0,0.046875,0.0546875,0.1171875,0.1328125,0.09375,0.0390625,0.1640625,0.078125,0.0625,0.0625,0.125,0.1328125,0.0703125,0.109375,0.125,0.125,0.1484375,0.0,0.0,0.015625,0.25,0.3125,0.28125,0.34375,0.0
15:38:10:23.516,61,0.7890625,0.3203125,0.1015625,0.0,0.0,0.0625,0.0,0.7890625,0.3203125,0.0234375,0.0,0.0,0.0625,0.0,0.046875,0.0,0.015625,0.0859375,0.1171875,0.046875,0.0546875,0.0,0.0390625,0.1171875,0.2109375,0.0,0.0,0.046875,0.0546875,0.1171875,0.1328125,0.09375,0.0390625,0.1171875,0.078125,0.0625,0.0625,0.125,0.1328125,0.0625,0.0703125,0.1328125,0.1328125,0.1328125,0.0,0.0,0.015625,0.21875,0.234375,0.2109375,0.25,0.0
15:38:10:24.516,61,0.4921875,0.2109375,0.1171875,0.0,0.0,0.0625,0.0,0.4921875,0.2109375,0.0078125,0.0,0.0,0.0625,0.0,0.046875,0.0,0.015625,0.0859375,0.1171875,0.046875,0.0546875,0.0,0.03125,0.1015625,0.1484375,0.0,0.0,0.046875,0.0546875,0.1171875,0.1328125,0.09375,0.0390625,0.109375,0.0703125,0.0625,0.0546875,0.125,0.1328125,0.0546875,0.0625,0.1171875,0.1171875,0.1015625,0.0,0.0,0.015625,0.1484375,0.15625,0.1953125,0.2265625,0.0
15:38:10:25.517,61,0.0625,0.1484375,0.125,0.0,0.0,0.0625,0.0,0.0625,0.1484375,0.0078125,0.0,0.0,0.0625,0.0,0.046875,0.0,0.015625,0.0859375,0.109375,0.0390625,0.0546875,0.0,0.0234375,0.09375,0.1328125,0.0,0.0,0.046875,0.0546875,0.1171875,0.1328125,0.09375,0.0390625,0.1015625,0.0703125,0.0546875,0.0546875,0.1171875,0.109375,0.046875,0.0546875,0.1015625,0.1015625,0.0859375,0.0,0.0,0.015625,0.1328125,0.125,0.1796875,0.2109375,0.0
15:38:10:26.517,61,0.0,0.140625,0.125,0.0,0.0,0.0546875,0.0,0.0,0.140625,0.0,0.0,0.0,0.0546875,0.0,0.0390625,0.0,0.015625,0.078125,0.109375,0.0390625,0.0546875,0.0,0.0234375,0.0859375,0.125,0.0,0.0,0.046875,0.0546875,0.1171875,0.1328125,0.09375,0.0390625,0.1015625,0.0703125,0.046875,0.046875,0.1171875,0.109375,0.046875,0.046875,0.09375,0.09375,0.078125,0.0,0.0,0.015625,0.1171875,0.1171875,0.171875,0.203125,0.0
15:38:10:27.517,61,0.0703125,0.15625,0.1328125,0.0,0.0,0.0546875,0.0,0.0703125,0.15625,0.0,0.0078125,0.0,0.0546875,0.0,0.0390625,0.0,0.015625,0.078125,0.109375,0.0390625,0.0546875,0.0,0.0234375,0.0859375,0.125,0.0,0.0,0.046875,0.046875,0.1171875,0.1328125,0.09375,0.0390625,0.1015625,0.0703125,0.046875,0.046875,0.109375,0.1015625,0.0390625,0.046875,0.078125,0.078125,0.078125,0.0,0.0,0.015625,0.1171875,0.109375,0.171875,0.203125,0.0
15:38:10:28.517,61,0.453125,0.390625,0.09375,0.0,0.0,0.0546875,0.0,0.453125,0.390625,0.03125,0.0,0.0,0.0546875,0.0,0.0390625,0.0,0.015625,0.0859375,0.109375,0.0390625,0.0546875,0.0,0.0234375,0.109375,0.1796875,0.0,0.0,0.046875,0.046875,0.1171875,0.1328125,0.09375,0.0390625,0.1015625,0.0625,0.046875,0.046875,0.1171875,0.125,0.0390625,0.046875,0.078125,0.078125,0.09375,0.0,0.0,0.015625,0.171875,0.1875,0.1875,0.2265625,0.0
