    Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll
02:23:37:28.865,61,0.0,0.0026943865,0.1272289902,0.0,0.0,0.1675704569,0.2706920207,0.0,0.0025294079,0.0006316346,0.0,0.0,0.167455405,0.27060467,0.0798407197,0.0,0.0613662153,0.2208642811,0.0842083842,0.1447843611,0.0459136367,0.0,0.0202007443,0.1049455181,0.1680238247,0.0,0.0,0.050678093,0.0550026111,0.1604504436,0.1762277037,0.0520115308,0.0348032899,0.0451687425,0.0413846523,0.0385867059,0.0352124348,0.4460342526,0.4648790061,0.0813842043,0.0931999162,0.0,0.0,0.4580527842,0.3453228176,0.3454791605,0.0171352662,0.2246524841,0.229954049,0.1041293368,0.1140263006,4.52e-08,-0.0167878475,-0.1455627829,-0.0678666979
02:23:37:29.865,61,0.0,0.0054586977,0.1274056733,0.0,0.0,0.1689785421,0.2821145356,0.0,0.0053020143,0.0004617592,0.0,0.0,0.1688617766,0.2820080221,0.076637499,0.0,0.0611513257,0.2100570351,0.0851332843,0.1447700262,0.0460121408,0.0,0.0200186558,0.0846698433,0.1599228084,0.0,0.0,0.0506448895,0.054935798,0.1631477922,0.1778286248,0.0517786816,0.0347542614,0.0486566313,0.0415038727,0.0386981517,0.0353633612,0.3813389838,0.3965422511,0.0812878236,0.0931018814,0.0,0.0,0.4531734288,0.3395732343,0.339710176,0.0171197616,0.2265211344,0.2331729084,0.1067794785,0.1202394366,8.3e-08,-0.0188192036,-0.146030888,-0.0672990233
02:23:38:00.866,61,0.0,0.0089641996,0.1279610693,0.0,0.0,0.1657612026,0.2870063186,0.0,0.0088181673,0.0,2.84681e-05,0.0,0.1656485051,0.2868952751,0.0693384856,0.0,0.0607114658,0.1563642025,0.0879041478,0.1752907038,0.0589740761,0.0,0.0196179133,0.0331858061,0.1024494544,0.0,0.0,0.0486429818,0.0520937629,0.16780065,0.1822677553,0.0514884777,0.0334880166,0.0736469999,0.0499888621,0.038997326,0.0356704816,0.3197982907,0.3303606212,0.0815214887,0.0933078304,0.0,0.0,0.4508717656,0.3360252678,0.3361729681,0.0173898824,0.2277440578,0.2347999215,0.1203029603,0.1380557716,9.228e-07,-0.0201267283,-0.1465010643,-0.0667494908
02:23:38:01.865,61,0.0,0.0136417318,0.1297646463,0.0,0.0,0.1609319597,0.2908359766,0.0,0.0135108996,0.0,0.0017498815,0.0,0.1608235091,0.2907287776,0.0628234893,0.0,0.0593487099,0.14204669,0.0985414088,0.1834049374,0.0748084635,0.0,0.0192715358,0.0126017844,0.082514517,0.0,0.0,0.0460006222,0.0489189588,0.1695221812,0.1838765144,0.051215928,0.0322809368,0.0810913369,0.0540582724,0.0392969623,0.0359662585,0.2965262234,0.3057934046,0.0813981742,0.0931230485,0.0,0.0,0.4499945045,0.3347437382,0.3348958492,0.0178321078,0.2285951525,0.2357652634,0.1271551102,0.1456983089,7.138e-06,-0.0202643927,-0.1465750933,-0.0666809902
02:23:38:02.865,61,0.0,0.0129454564,0.1298823953,0.0,0.0,0.1588381231,0.2984941602,0.0,0.0128124868,0.0,0.001833906,0.0,0.1587328613,0.2984018028,0.0581626222,0.0,0.0563966222,0.1342579126,0.107454367,0.1870785654,0.086783953,0.0,0.0189660173,0.0,0.0565144159,0.0032245731,0.0,0.043043565,0.045677118,0.1705204099,0.1848360598,0.050987903,0.0312797017,0.0858411863,0.0564634986,0.0395710841,0.0362339579,0.2731153369,0.2815948725,0.0796344802,0.0905015096,0.0,0.0,0.4572208524,0.3356169164,0.3357976377,0.0184553619,0.2287949324,0.2359607071,0.1303040534,0.1492923498,1.41825e-05,-0.0190575216,-0.146690309,-0.0679548755
02:23:38:03.866,61,0.0,0.0139521379,0.130460158,0.0,0.0,0.1575114131,0.320366025,0.0,0.0138226934,0.0,0.0024173204,0.0,0.1574086398,0.3202809095,0.0541024022,0.0,0.0511989184,0.1274371296,0.11103452,0.1757908314,0.0918376148,0.0,0.0186961945,0.0,0.0475005433,0.0102683008,0.0,0.0408388637,0.043329604,0.1710530519,0.1853019744,0.0509991869,0.0304501336,0.0905959308,0.0582587868,0.039844837,0.0365097411,0.2346692085,0.2398963273,0.0746054351,0.083931841,0.0,0.0,0.4979296029,0.367074579,0.3672747314,0.0195511412,0.2285605073,0.2357298583,0.1319533139,0.1510557532,3.70589e-05,-0.0183642823,-0.1470398456,-0.0692882538
02:23:38:04.866,61,0.0,0.0173212569,0.1316156685,0.0,0.0,0.1565619856,0.3629699349,0.0,0.0172034819,0.0,0.0036663499,0.0,0.1564638615,0.3629078865,0.051143676,0.0,0.0429919995,0.1169329733,0.1180655733,0.1280872524,0.0941094384,0.0,0.018208608,0.0336963311,0.1105895489,0.0,0.0,0.039624013,0.0420540459,0.1711961776,0.1852220893,0.0517621972,0.029881062,0.0939283445,0.0592251904,0.0400170125,0.0367134809,0.2163740844,0.2212137133,0.0651688278,0.0721597522,0.0,0.0,0.5569622517,0.4243229628,0.424553901,0.0204576291,0.2284582108,0.2356569171,0.1328420788,0.1519658566,3.72031e-05,-0.0179074686,-0.146784246,-0.0704362616
02:23:38:05.866,61,0.0,0.0220290869,0.1359257847,0.0,0.0,0.1557969749,0.4111368358,0.0,0.0219311491,0.0,0.0081711002,0.0,0.15570499,0.4110964239,0.0495573878,0.0,0.0358627364,0.1109800711,0.1267677546,0.1113688946,0.0937829316,0.0,0.0177030917,0.0651855841,0.14629893,0.0,0.0,0.0389377475,0.0413729325,0.1710827649,0.1847831011,0.0556140989,0.0296419133,0.0954255983,0.0594183579,0.0400419943,0.0367970914,0.2080246061,0.2125626951,0.0549654774,0.0610938743,0.0,0.0,0.6091090441,0.4825431406,0.4827587903,0.0212569442,0.2282326519,0.2355987132,0.132949993,0.1522267908,3.11285e-05,-0.0179480407,-0.1466751248,-0.07092271
02:23:38:06.866,61,0.0,0.0328843258,0.1432528496,0.0,0.0,0.1527376622,0.4464975297,0.0,0.0328350812,0.0,0.0156914629,0.0,0.1526732296,0.4464761615,0.0484684259,0.0,0.0328830443,0.1086106449,0.1312538981,0.1041525379,0.0933177546,0.0,0.0170706436,0.0769681633,0.1591437757,0.0,0.0,0.0385790803,0.0410479121,0.1714097708,0.1848619133,0.0569921397,0.0294693466,0.0961097777,0.059343867,0.039990101,0.036787644,0.2092585713,0.2142980546,0.0512656569,0.0569959618,0.0,0.0,0.6325725913,0.5082906485,0.5085423589,0.0218390543,0.2279093862,0.2353533953,0.132409215,0.1516330242,2.42298e-05,-0.0167532302,-0.1447986364,-0.070083268
02:23:38:07.866,61,0.0,0.0441645458,0.1405481249,0.0,0.0,0.1452721059,0.4698458314,0.0,0.0441519432,0.0,0.0129700005,0.0,0.1452303976,0.4698248208,0.0489474423,0.0,0.033383742,0.1887189597,0.12344791,0.181508258,0.0845491439,0.0,0.0165465306,0.0828734934,0.15400967,0.0,0.0,0.0389048122,0.0415924042,0.1983777285,0.2182048112,0.057546854,0.0293186381,0.0933137536,0.0592682287,0.0400647409,0.0368579924,0.3270251751,0.338793695,0.0591635481,0.0676599368,0.0,0.0,0.651756525,0.5233508348,0.5235788822,0.022059476,0.2275781929,0.2351443321,0.1287859827,0.1466454566,8.06474e-05,-0.0158473533,-0.1413646191,-0.0678533763
02:23:38:08.867,61,0.0,0.0448132977,0.1356754899,0.0,0.0,0.1416121274,0.5122532248,0.0,0.0447926186,0.0,0.0080742827,0.0,0.1415776908,0.512227416,0.079481028,0.0,0.0391398855,0.279570967,0.1144218445,0.1922144592,0.0618091039,0.0,0.016164802,0.0786203668,0.1481640339,0.0,0.0,0.0431105159,0.0463848226,0.2128582001,0.231109485,0.0578463599,0.0295774117,0.0658797026,0.0544419475,0.0399235412,0.0367298834,0.4598200023,0.4758743346,0.0612332039,0.0706431344,0.0,0.0,0.6669677496,0.5348238349,0.5349900126,0.0219220668,0.1861210167,0.1998366416,0.1068046764,0.1181519404,8.38402e-05,-0.0171172433,-0.1393480897,-0.0641424134
02:23:38:09.867,61,0.0,0.0430149287,0.134893015,0.0,0.0,0.1398200989,0.5286278129,0.0,0.042986501,0.0,0.0072524156,0.0,0.1397890449,0.5286014676,0.0899227858,0.0,0.0442495234,0.3088336587,0.1087994799,0.1868475378,0.0530747101,0.0,0.0158787388,0.0778282583,0.1460819095,0.0,0.0,0.0486029759,0.0523451045,0.2202464491,0.2377411872,0.058036834,0.0310362149,0.0559835099,0.0476098061,0.039714735,0.03655269,0.5236045122,0.5383735895,0.0623787828,0.0722027645,0.0,0.0,0.6728329659,0.5396597981,0.5398066044,0.0215830225,0.1753182411,0.1903839856,0.100099355,0.1099986732,8.73188e-05,-0.0194953792,-0.139559567,-0.0583377667
02:23:38:10.867,61,0.0,0.0451241918,0.1326439828,0.0,0.0,0.1388717145,0.5412158966,0.0,0.0450978503,0.0,0.0048923702,0.0,0.1388413161,0.5411945581,0.0943893418,0.0,0.0467610806,0.3040116727,0.1067478731,0.1698181331,0.0487996414,0.0,0.0154432282,0.0775483698,0.1420540065,0.0,0.0,0.0519794673,0.0555740483,0.2232020944,0.2404093891,0.0580637082,0.0353689007,0.0500438884,0.0415319242,0.0393843725,0.0362584665,0.5400749445,0.552113831,0.0622873046,0.0711518228,0.0,0.0,0.6756718755,0.5425541997,0.5426917076,0.0212266278,0.1699577719,0.1852684021,0.0963479951,0.1054649875,8.74632e-05,-0.022563383,-0.1421465576,-0.0503816754
02:23:38:11.867,61,0.0,0.0491602458,0.1302950382,0.0,0.0,0.1381540745,0.5445669889,0.0,0.049141217,0.0,0.0023299458,0.0,0.1381222308,0.5445333719,0.0883473754,0.0,0.0481695794,0.2261502147,0.1097616702,0.1433015466,0.0465812236,0.0,0.0150662921,0.0779027268,0.140374288,0.0,0.0,0.0535990596,0.0571973771,0.2141431421,0.2323406339,0.0579805039,0.0378832333,0.0471183881,0.038457565,0.0390331075,0.0359290019,0.4584759772,0.4730551839,0.0578157566,0.0637451932,0.0,0.0,0.6751880646,0.5440686345,0.5442001224,0.0209828392,0.1683621705,0.1826188862,0.0943112448,0.1031048521,8.5189e-06,-0.02329823,-0.1431600302,-0.0414331332
02:23:38:12.867,61,0.0,0.0532577261,0.1291078478,0.0,0.0,0.1365328878,0.5233659744,0.0,0.05324848,0.0,0.0011118075,0.0,0.1364989728,0.5233200788,0.0654150024,0.0,0.048409529,0.153260842,0.1155187562,0.134478122,0.0473094024,0.0,0.0146589139,0.0783026516,0.1393426657,0.0,0.0,0.0541453212,0.0577581264,0.2025464028,0.2194854021,0.057880275,0.0387693495,0.0498754829,0.0372042619,0.038885951,0.0357897803,0.3323197961,0.3427528739,0.0547670424,0.0598130152,0.0,0.0,0.6572780013,0.5418694019,0.5420130491,0.0210251547,0.1703644246,0.1816464663,0.0936360359,0.1024905294,5.4887e-06,-0.0218092222,-0.144417733,-0.0315870009
02:23:38:13.867,61,0.0,0.0485940017,0.1234578788,0.0,0.0,0.1364872158,0.5075404048,0.0,0.0485572666,0.0045428849,0.0,0.0,0.1364533007,0.5075096488,0.0566967949,0.0,0.0361665636,0.1276298314,0.1451207846,0.0827962235,0.0498544015,0.0,0.0141262701,0.1025831476,0.1588531137,0.0,0.0,0.0541403405,0.0577743724,0.1791568547,0.1844821274,0.0635648221,0.039615456,0.0536588244,0.036308758,0.0387046002,0.0356474519,0.2502582967,0.2542445958,0.0405782014,0.0429814793,0.0,0.0,0.6426581144,0.5342382193,0.5344186425,0.0213858746,0.1804894805,0.1897312701,0.0937987715,0.1035385802,1.7898e-06,-0.0204303805,-0.1414423436,-0.0244891308
02:23:38:14.867,61,0.0,0.0438112393,0.1125011221,0.0,0.0,0.1384845525,0.5028550029,0.0,0.0437378623,0.0156780034,0.0,0.0,0.1384545267,0.5028265715,0.0527393334,0.0,0.0297724307,0.1154406518,0.1546987146,0.0684731826,0.0509344004,0.0,0.013565436,0.1226193011,0.1870184839,0.0,0.0,0.054195676,0.0578541942,0.171767205,0.1740956157,0.0722870007,0.0431781113,0.0552175008,0.0355779305,0.038620308,0.0356183872,0.2522309422,0.2592715025,0.0342466831,0.0362041034,0.0,0.0,0.6319522262,0.5235614777,0.5236935019,0.0221283324,0.1847693473,0.194995299,0.0939372331,0.1039232239,1.4107e-06,-0.0208228175,-0.1402736157,-0.0191248078
02:23:38:15.868,61,0.0,0.0406457856,0.1039093882,0.0,0.0,0.1392552108,0.4858093858,0.0,0.0405480564,0.024522135,0.0,0.0,0.1392264962,0.4857982099,0.0511416085,0.0,0.0266532581,0.1839972585,0.2213388234,0.066319339,0.0566013269,0.0,0.0131348148,0.1252928674,0.1883871704,0.0,0.0,0.0546603203,0.0583753027,0.1706190854,0.1747850478,0.0798165798,0.0605505891,0.0557836853,0.0342443548,0.0385436378,0.0355976857,0.3002328873,0.3071884811,0.0298535489,0.0316772945,0.0,0.0,0.6097152829,0.5017592907,0.5018873811,0.0226141177,0.1863450855,0.1965484321,0.0939327329,0.1038673967,1.2569e-06,-0.0246541798,-0.1417901963,-0.0143545689
02:23:38:16.868,61,0.0,0.0416743867,0.0951469466,0.0,0.0,0.1390306801,0.4807986617,0.0,0.0415611602,0.0332468748,0.0,0.0,0.1390048712,0.480791986,0.0749292672,0.0,0.0284710433,0.3075821996,0.1390191317,0.1465931833,0.0579713397,0.0,0.012592081,0.0676406771,0.1239408553,0.0,0.0,0.0555145629,0.0594244748,0.1946094185,0.2108301669,0.0754869878,0.0619873926,0.0544939339,0.0336360484,0.0383990519,0.0354617238,0.4607013762,0.4744971991,0.0340289921,0.0379047543,0.0,0.0,0.6032332778,0.4948783517,0.4950062633,0.0225800015,0.1833493114,0.1931586862,0.0937922448,0.1034703329,7.675e-07,-0.0281833708,-0.1396228969,-0.0127620166
02:23:38:17.868,61,0.0,0.0393918715,0.0847332925,0.0,0.0,0.1383615732,0.4782494009,0.0,0.0392557383,0.0436512828,0.0,0.0,0.138340503,0.4782453477,0.0926549733,0.0,0.0291117318,0.3645398617,0.122877419,0.1662763506,0.0581977777,0.0,0.0119966529,0.0535941124,0.1077753976,0.0,0.0,0.0597850867,0.0650308728,0.2113829404,0.2259202898,0.0746120811,0.0633331835,0.0505300798,0.0329545848,0.0381834619,0.0352544673,0.5311917663,0.5384613276,0.0350612178,0.0394038856,0.0,0.0,0.5993138552,0.4889063537,0.4890572727,0.0223462377,0.1670906991,0.1797927916,0.0934705213,0.1022202373,8.081e-07,-0.0321777575,-0.143423751,-0.0089010019
02:23:38:18.868,61,0.0,0.0367553718,0.0718433484,0.0,0.0,0.1377877444,0.4544109702,0.0,0.0365936533,0.0567423888,0.0,0.0,0.1377684176,0.454410851,0.0585839376,0.0,0.0288437493,0.217309624,0.1671608835,0.1146832258,0.0587768108,0.0,0.0114962896,0.0657360107,0.1218217686,0.0,0.0,0.060827788,0.0663645118,0.1719787568,0.1786810458,0.0738682002,0.0637267232,0.0495102704,0.0324923135,0.038069386,0.0351460166,0.3476169109,0.3576845229,0.035191685,0.0396811552,0.0,0.0,0.5667231679,0.4506499469,0.450864017,0.0224325601,0.165722087,0.1778234839,0.0934345201,0.1015786231,1.2311e-06,-0.0358808078,-0.1493748873,-0.0022609469
02:23:38:19.868,61,0.0,0.0229754467,0.0560052656,0.0,0.0,0.1385025531,0.4352943599,0.0,0.0227910485,0.072976537,0.0,0.0,0.1384872496,0.4352957308,0.0517611057,0.0,0.0278527122,0.184908092,0.1953457296,0.0993518904,0.0593361892,0.0,0.0111063775,0.1286837012,0.1820492297,0.0,0.0,0.0617903769,0.0674440339,0.1635854542,0.1683240533,0.0802630037,0.0697247311,0.0492851138,0.0318868086,0.0383016393,0.0353962928,0.3079931736,0.3185376227,0.0320251994,0.0347742252,0.0,0.0,0.5524493456,0.4376445413,0.4378479123,0.0259637665,0.1679917425,0.1797447801,0.0932921171,0.1008900031,1.2225e-06,-0.0406517535,-0.1541678756,0.0061937752
02:23:38:20.868,61,0.0,0.009908624,0.0430579372,0.0,0.0,0.1433609873,0.4287301898,0.0,0.0097233783,0.0862538889,0.0,0.0,0.1433556676,0.4287331104,0.0492048301,0.0,0.0260555893,0.1703768075,0.2074261308,0.0923127905,0.0620244108,0.0,0.0107062114,0.143948853,0.195474118,0.0,0.0,0.062475279,0.0681264326,0.1594574749,0.1632239521,0.0856289342,0.0736542493,0.0495424457,0.0313030854,0.0386620387,0.0357619189,0.2876225114,0.2984757721,0.0291193817,0.030976003,0.0,0.0,0.5349309444,0.4208168685,0.4210263193,0.0317704789,0.1739693731,0.1876708716,0.0931614414,0.1002388075,4.705e-07,-0.0473205559,-0.1624449492,0.0189142339
02:23:38:21.868,61,0.0,0.0208677929,0.0289419387,0.0,0.0,0.1434379667,0.3844702542,0.0,0.0206564795,0.100396134,0.0,0.0,0.1434356272,0.384473145,0.0474971235,0.0,0.0252853669,0.2041820437,0.1645796001,0.1481318623,0.0682957098,0.0,0.0106144864,0.0578924827,0.1144887656,0.0,0.0,0.0621944442,0.0675044581,0.1571821421,0.160652414,0.068944484,0.0630854741,0.0497693382,0.0312043317,0.0388833173,0.0359716304,0.2883567512,0.3056361079,0.0286070835,0.0302264243,0.0,0.0,0.4862689078,0.3694851696,0.3697066605,0.0333604179,0.1767779291,0.1916028708,0.0945146382,0.1001213342,5.024e-07,-0.0533131585,-0.1703723073,0.0323529206
02:23:38:22.869,61,0.0,0.0304728616,0.0214097332,0.0,0.0,0.1404028982,0.3488325179,0.0,0.0302341413,0.107714206,0.0,0.0,0.140397802,0.3488333821,0.0468644425,0.0,0.0251742359,0.2245742679,0.1521914005,0.2237620652,0.1077058166,0.0,0.0108111491,0.0,0.0109650027,0.0451322235,0.0,0.0571682006,0.0605750643,0.1564018279,0.1606995761,0.0639935359,0.0488130711,0.0573723093,0.0369943455,0.0393910222,0.0364482775,0.2859514058,0.3048772812,0.0402413085,0.0456447229,0.0,0.0,0.4471865892,0.3298064768,0.3298371136,0.0341398008,0.1804134548,0.1978238225,0.1057048514,0.1032146364,0.0003705685,-0.0567425266,-0.1727682203,0.0444689393
02:23:38:23.869,61,0.0,0.0324511454,0.0144881001,0.0,0.0,0.1390707195,0.3141506612,0.0,0.0321978889,0.1144737154,0.0,0.0,0.1390639246,0.3141478896,0.0464942567,0.0,0.0251534283,0.231400758,0.1463810354,0.2388130724,0.1188092306,0.0,0.0110883284,0.0,0.0,0.0786273032,0.0222418718,0.0528717041,0.0555650853,0.1560373455,0.1606916636,0.0612599738,0.0434300788,0.0610355027,0.0395577103,0.0398605391,0.03688775,0.2734865844,0.288363874,0.0434528999,0.04971423,0.0,0.0,0.4050055146,0.3070127666,0.3070256114,0.0344887972,0.1815320104,0.1997600943,0.1091074869,0.1043942273,0.0010553141,-0.0569662265,-0.1738861203,0.0539215282
02:23:38:24.869,61,0.0,0.0262706168,0.0102060409,0.0,0.0,0.1386211216,0.2973231971,0.0,0.0260264948,0.1189699098,0.0,0.0,0.138613835,0.2973191738,0.0461635478,0.0,0.0241784975,0.2134896666,0.2047784328,0.1575226784,0.1245002002,0.0,0.0114744306,0.0,0.0375424176,0.0231994279,0.0,0.0510253683,0.0534587875,0.154071331,0.1596046388,0.0602957271,0.0420824103,0.0625437647,0.0402617007,0.0402384177,0.0372760035,0.2483320981,0.2617050707,0.0405698717,0.0444713384,0.0,0.0,0.3602824807,0.2857518494,0.2857986391,0.0350129083,0.1817004979,0.2003122419,0.1107116491,0.1048897803,0.0010468225,-0.0551957265,-0.1713894755,0.0636264309
02:23:38:25.869,61,0.0,0.011616799,0.0,0.0021654721,0.0,0.1421259791,0.2722158432,0.0,0.0114044379,0.1314761639,0.0,0.0,0.1421319097,0.2722068131,0.0464606471,0.0,0.0234412272,0.2212989032,0.2438334376,0.1137334704,0.1261726916,0.0,0.012052441,0.0681636184,0.1130605191,0.0,0.0,0.0522471927,0.0564166121,0.1523677111,0.1588981152,0.0792158395,0.0896153301,0.0630129725,0.0379576497,0.0408480279,0.0379415229,0.2522671223,0.2704122365,0.0314430743,0.0337404907,0.0,0.0,0.3264070749,0.2518622279,0.2518609464,0.037155278,0.1808672845,0.2003881782,0.1092344597,0.1047276631,0.0010385439,-0.0546468161,-0.167379573,0.0708111301
02:23:38:26.869,61,0.0,0.0016735984,0.0,0.0207079798,0.0,0.1504413635,0.2624788284,0.0,0.0014922137,0.149981752,0.0,0.0,0.1505051702,0.2624678314,0.0467694104,0.0,0.0227241516,0.2228061408,0.2573355138,0.0978090987,0.1255080849,0.0,0.0126716578,0.0935954526,0.1346568912,0.0,0.0,0.052751638,0.0574052073,0.1504169405,0.1582428217,0.0840865374,0.0996956602,0.0629486218,0.0362739861,0.0413134471,0.0384396575,0.253203243,0.2723629177,0.0279529952,0.0299232285,0.0,0.0,0.3126545846,0.2335293591,0.2335281223,0.0381603315,0.1806666106,0.2008971274,0.1086345762,0.1045593396,0.0006697016,-0.0556213781,-0.163270697,0.0746624023
02:23:38:27.869,61,0.0,0.0,0.0,0.0243911371,0.0092566507,0.1612792462,0.2537197471,0.0,0.0,0.153660357,0.0,0.00946075,0.1613811553,0.2537120879,0.0467099622,0.0,0.0222827792,0.2229474783,0.2138894498,0.1481063962,0.1253032088,0.0,0.0127219642,0.0511839539,0.071663633,0.0,0.0,0.0525763109,0.0573871844,0.1494239569,0.1577948183,0.0734478906,0.0586951002,0.0626556799,0.0355054438,0.0414950512,0.038633246,0.2556871772,0.27339679,0.0265851971,0.0283298511,0.0,0.0,0.3055846393,0.224128291,0.2241455913,0.0385974161,0.1874358654,0.2095630318,0.1087134331,0.10464935,5.47e-07,-0.0567573681,-0.1620863229,0.0769360363
02:23:38:28.870,61,0.0,0.0,0.0,0.0274406821,0.0090920078,0.16918464,0.2500118911,0.0,0.0,0.1572648734,0.0,0.0092962421,0.169257462,0.250005275,0.0463604182,0.0,0.0225656908,0.2224480063,0.1856454015,0.2518977225,0.1863082498,0.0,0.0127871512,0.0,0.0,0.0444000885,0.0099029634,0.0493738838,0.0518727824,0.1488260478,0.1575478166,0.0635057539,0.0472715385,0.0642154589,0.0374655798,0.0418434031,0.0389667489,0.2555875778,0.2703887224,0.0302489232,0.0317589529,0.0,0.0,0.3017903268,0.2095214725,0.2095577866,0.0391413569,0.1989988983,0.2184743285,0.1159222871,0.1059407145,5.00218e-05,-0.0559523962,-0.1654995978,0.0792724565
02:23:38:29.870,61,0.0,0.0,0.0,0.0293738842,0.0122391945,0.1750827134,0.2482978404,0.0,0.0,0.1595569104,0.0,0.0124285016,0.1751312613,0.2482927889,0.0458708145,0.0,0.0229203086,0.2157942802,0.1734637767,0.2939749658,0.2060523927,0.0,0.0126628596,0.0,0.0,0.0717576072,0.0435400903,0.0458594486,0.0469961874,0.1485714167,0.1574097127,0.058513023,0.0411159545,0.0707653835,0.0432927869,0.0422529988,0.0393544994,0.254837364,0.2663048804,0.0356651694,0.0368402861,0.0,0.0,0.2935336828,0.1779665649,0.17805323,0.0397485197,0.2027562112,0.2217257172,0.1222580522,0.1085385457,0.000175872,-0.0542422794,-0.1708845198,0.0818435997
02:23:39:00.869,61,0.0,0.0,0.0,0.0310055651,0.0074805547,0.1778478175,0.228113085,0.0,0.0,0.1613706946,0.0,0.0076915552,0.1778880507,0.2281344831,0.0452356897,0.0,0.0230169874,0.1834782958,0.161318332,0.281850934,0.2093681246,0.0,0.0121635562,0.0,0.0,0.0823477283,0.0510069579,0.0426402427,0.043301668,0.1480078846,0.156207934,0.0553162806,0.0373987071,0.0743943602,0.0471023396,0.0426672176,0.0397313833,0.2514867485,0.2583586574,0.0414386801,0.041994296,0.0,0.0,0.2737413645,0.1528039426,0.1529386044,0.0401481502,0.2052297145,0.2241263837,0.1287726611,0.1132803485,0.0012390971,-0.0519126691,-0.1760652214,0.0854032412
02:23:39:01.870,61,0.0,0.0028569787,0.0,0.0327102207,0.0,0.1790823787,0.150224641,0.0,0.0026680513,0.1626102924,0.0,0.0,0.1791243106,0.1502935439,0.0441562384,0.0,0.0227176007,0.1742423922,0.1419602334,0.2053115219,0.1375652105,0.0,0.0107075861,0.0,0.0099660223,0.0101567172,0.0,0.0411332361,0.0416229554,0.1434003562,0.1488349289,0.0535550527,0.0352126025,0.0759863257,0.048916962,0.0430896096,0.0401161164,0.2481260598,0.2526579499,0.0492611676,0.0492023826,0.0,0.0,0.2409055084,0.1092427894,0.1094230413,0.039883554,0.2162802368,0.2391575873,0.1331913173,0.1186930835,0.0023444041,-0.048952613,-0.1785852611,0.0911448523
02:23:39:02.870,61,0.1319320053,0.0743042603,0.0,0.0318844505,0.0,0.1795067638,0.0,0.1315514892,0.0737836435,0.1608597934,0.0,0.0,0.1795511395,0.0,0.0433863662,0.0,0.0221899077,0.169654429,0.1213601083,0.185715884,0.1087785289,0.0,0.0091408053,0.0853090584,0.0962674618,0.0,0.0,0.0405441262,0.0410308428,0.137509197,0.1381907612,0.0525163189,0.0339159295,0.0767946169,0.0501340851,0.0446986854,0.0415138192,0.2565186918,0.2601986527,0.0688937455,0.0666660368,0.0,0.0,0.2165682465,0.0676539093,0.067825675,0.0377136096,0.2431741357,0.2686497569,0.1419861168,0.127436623,0.0023918599,-0.0469327793,-0.1790935993,0.0986882001
02:23:39:03.870,61,0.4075847864,0.3359050453,0.0,0.021654129,0.0,0.1774262637,0.0,0.4067870677,0.3343994617,0.1492241621,0.0,0.0,0.1774662435,0.0,0.0427667648,0.0,0.0218827836,0.1670137346,0.1134525985,0.1326637268,0.0829539075,0.0,0.0072518708,0.1735685915,0.1729065776,0.0,0.0,0.0417116582,0.0426381752,0.129730314,0.1266646981,0.0521095507,0.0333203226,0.0767351389,0.0506447628,0.0519600548,0.0476050451,0.3042248785,0.3107275665,0.0788658336,0.0762694851,0.0,0.0,0.2047934681,0.0307079423,0.0307887308,0.0327073187,0.250944078,0.2770262361,0.1888035387,0.1639450192,0.0022463559,-0.0439164154,-0.1791903973,0.1083429307
02:23:39:04.870,61,0.7395379543,0.3970574439,0.0,0.0344528258,0.0,0.156919539,0.0,0.716683507,0.3951334357,0.1604765952,0.0,0.0,0.1570085734,0.0,0.0421072319,0.0,0.0214281492,0.1460438371,0.1067552418,0.1134288013,0.0727588832,0.0,0.0048954254,0.2000408769,0.1985116601,0.0,0.0,0.0454144403,0.0460613407,0.1241371408,0.120329462,0.0521603115,0.0328734778,0.0771346986,0.0513462387,0.0660082847,0.0581826717,0.3167320788,0.3243512809,0.0929113626,0.08975669,0.0,0.0,0.199293375,0.0158892199,0.0160235316,0.0302891787,0.2478623241,0.2620440125,0.2120904475,0.1810241789,0.00121978,-0.0418943726,-0.1786998659,0.1139294431
