    Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll
02:23:24:22.809,61,0.1510714144,0.2044489682,0.0466576703,0.0,0.0,0.0499936454,0.0,0.1513285488,0.2040985674,0.0819567814,0.0,0.0,0.0499795526,0.0,0.0726794228,0.0,0.0585712157,0.2435010672,0.0615503453,0.1663523912,0.0610043481,0.0,0.0341885649,0.1886621565,0.2523887455,0.0,0.0,0.0461074524,0.0516547598,0.1614531428,0.1767969728,0.0361778513,0.0188053772,0.0852332562,0.0833147317,0.0552840084,0.0508827232,0.4175485969,0.4390812814,0.2162460089,0.2574054599,0.0461592302,0.0462225191,0.1611305773,0.0,0.0,0.0168294497,0.2070086896,0.2365280837,0.1861371994,0.217447415,2.2e-09,-0.0814322904,-0.0350315683,-0.0593645573
02:23:24:23.809,61,0.1465686411,0.1977227032,0.0546097979,0.0,0.0,0.0518520586,0.0,0.1468382329,0.1974520683,0.0740843415,0.0,0.0,0.0518341064,0.0,0.0737067387,0.0,0.0582870282,0.199928686,0.060690295,0.1548127681,0.0581966825,0.0,0.0342328697,0.2007300407,0.266088903,0.0,0.0,0.0476556309,0.054085318,0.1584832221,0.1723577231,0.0367675163,0.0192522816,0.0841211379,0.0823741853,0.0551175922,0.0509720705,0.412226975,0.4367771447,0.2015018612,0.2427983284,0.0581684411,0.0582343452,0.1541016698,0.0,0.0,0.0164898448,0.2078226209,0.2399131656,0.1844901145,0.2160749584,5.3e-09,-0.0807406753,-0.0405641012,-0.0614585169
02:23:24:24.809,61,0.1441057622,0.1949295551,0.0583136193,0.0,0.0,0.0538799725,0.0,0.1443809867,0.1946962774,0.0701103657,0.0,0.0,0.0538579524,0.0,0.0739960894,0.0,0.0580962747,0.1877800673,0.0604091175,0.1499535888,0.0566759445,0.0,0.0342066251,0.207664907,0.2722618282,0.0,0.0,0.0487624332,0.0555520803,0.156773001,0.1706745178,0.0376067795,0.0197220389,0.0837310553,0.0817983523,0.0552009828,0.0512711406,0.3773431778,0.399744004,0.193036437,0.2324166,0.063504234,0.0635705888,0.1491928846,0.0,0.0,0.0162507147,0.2148887366,0.2472826838,0.1840337664,0.21663028,5.81e-08,-0.0773754194,-0.0468435064,-0.0630901605
02:23:24:25.809,61,0.1427809149,0.1933139116,0.0574468747,0.0,0.0,0.0559869818,0.0,0.1430502981,0.1930737346,0.070887126,0.0,0.0,0.0559617952,0.0,0.0737876892,0.0,0.0578074977,0.1812337637,0.060426943,0.1474591196,0.0558654964,0.0,0.0338380262,0.2130274177,0.2753613591,0.0,0.0,0.0496774875,0.0566175953,0.1556404382,0.1694333255,0.0386477895,0.0201623365,0.0838796273,0.0815162212,0.0554802269,0.051718574,0.3671093285,0.3883862495,0.1885987371,0.2248142958,0.066670306,0.0667230636,0.1461884528,0.0,0.0,0.0160492156,0.2191602737,0.2503032386,0.1840158254,0.2170431614,4.313e-07,-0.072442621,-0.0496151857,-0.0634645596
02:23:24:26.809,61,0.1324555874,0.18802239,0.0609197132,0.0,0.0,0.057548739,0.0,0.1325641274,0.1878143251,0.0675122812,0.0,0.0,0.0575218797,0.0,0.0734165162,0.0,0.0574880019,0.1781117171,0.0607491843,0.1518734545,0.0556390472,0.0,0.0333095007,0.2150562406,0.2737835944,0.0,0.0,0.0503255166,0.0572940111,0.1551758051,0.1689215451,0.0394667387,0.0204660147,0.0858201534,0.081737943,0.0558186024,0.0521963872,0.3597337604,0.3786904812,0.1865697056,0.2216829211,0.068142347,0.0681892708,0.1445292234,0.0,0.0,0.0159075391,0.2260544151,0.2551908791,0.1855327189,0.2213386297,2.7913e-06,-0.0670492128,-0.0533401929,-0.0613702089
02:23:24:27.810,61,0.0973055363,0.1753467321,0.0657663643,0.0,0.0,0.0601066872,0.0,0.0975028276,0.1751811951,0.0626769364,0.0,0.0,0.0600807555,0.0,0.0724753439,0.0,0.0555861071,0.1760596186,0.0719395056,0.1522990763,0.0559465736,0.0,0.0328560434,0.2086449265,0.2659228742,0.0,0.0,0.0507260188,0.0576650985,0.1547299176,0.1683498621,0.0411006361,0.0209167916,0.0867778435,0.081604667,0.0561167859,0.0526339374,0.3157006204,0.3296599388,0.1487178504,0.1747132689,0.0695037916,0.0695394948,0.1423523128,0.0,0.0,0.0158816967,0.2286052406,0.2572583258,0.1863957793,0.2242128998,1.7945e-05,-0.0606759153,-0.0564970747,-0.0566892847
02:23:24:28.810,61,0.0863765329,0.1626658887,0.0734852105,0.0,0.0,0.0637114272,0.0,0.0865645707,0.1625605673,0.0547149144,0.0,0.0,0.0636876896,0.0,0.0719064921,0.0,0.0546859764,0.1758307815,0.0755062774,0.1529232413,0.0561891235,0.0,0.0323819593,0.2031670362,0.260483861,0.0,0.0,0.0511331782,0.0580101833,0.1546495706,0.1681350619,0.042701751,0.0214063507,0.0874895975,0.0814719722,0.0563875213,0.0530398563,0.3127750158,0.3273527026,0.140300259,0.1684357226,0.0696436912,0.0696742684,0.1411291063,0.0,0.0,0.0158626251,0.2365731001,0.2677842677,0.196092695,0.2401780337,3.06018e-05,-0.0540450998,-0.0593064465,-0.0515905321
02:23:24:29.810,61,0.0809337944,0.1597144902,0.0796202943,0.0,0.0,0.0660377219,0.0,0.0811182559,0.1596542448,0.048649285,0.0,0.0,0.066013813,0.0,0.0718365982,0.0,0.0543485507,0.1933533996,0.0770402029,0.1817698926,0.0563982725,0.0,0.0318264775,0.1998834461,0.2543734908,0.0,0.0,0.0515989102,0.0584051833,0.1574861258,0.1715380549,0.0437252149,0.0216865316,0.0911405012,0.0834816098,0.0567375086,0.0535083078,0.343198359,0.3572609127,0.1879057586,0.2221415341,0.0670843944,0.0670992434,0.140197739,0.0,0.0,0.0158219114,0.2488973886,0.2781790197,0.2039557397,0.2493507266,0.0005227773,-0.0459662564,-0.0623990931,-0.0482223481
02:23:25:00.810,61,0.0782922506,0.1521996856,0.0839491412,0.0,0.0,0.0687247515,0.0,0.0784724206,0.1521652192,0.0443949923,0.0,0.0,0.0686966851,0.0,0.0719125643,0.0,0.0543045402,0.1990209073,0.0776917711,0.1893676817,0.0566742197,0.0,0.0312539376,0.1973524392,0.2495482713,0.0,0.0,0.0520347022,0.0587603934,0.1587316394,0.1731435657,0.0444936641,0.0219214801,0.0925608277,0.0843612999,0.0570707843,0.0539337248,0.3505882025,0.3646395504,0.1977407038,0.2323463708,0.0652179942,0.0652237236,0.1394910514,0.0,0.0,0.0157953892,0.2530010343,0.2818368971,0.2064169943,0.2523384392,0.0009038737,-0.0392334722,-0.064318791,-0.0451307967
02:23:25:01.810,61,0.0768525526,0.1416487694,0.0863207802,0.0,0.0,0.0743028969,0.0,0.0770267323,0.141620338,0.0421225727,0.0,0.0,0.0742611438,0.0,0.0725857839,0.0,0.054566171,0.2260512114,0.0773279816,0.1928813308,0.0567073449,0.0,0.0301983263,0.1964633316,0.2475225925,0.0,0.0,0.0526677482,0.059302561,0.1594643295,0.1739397645,0.0450656191,0.0222071148,0.0929275826,0.0846650898,0.0572829731,0.054229334,0.4024987519,0.4161788225,0.2027968317,0.2370529324,0.0647478774,0.0647488683,0.1380548626,0.0,0.0,0.0156989992,0.2549293637,0.2833343148,0.2007355988,0.2355127186,0.0009248844,-0.0343727171,-0.068249464,-0.0415159315
02:23:25:02.810,61,0.0769224986,0.1339022368,0.0867931247,0.0,0.0,0.0798815787,0.0,0.077057451,0.1338685304,0.041755151,0.0,0.0,0.0798247904,0.0,0.0732424781,0.0,0.0549661815,0.2354073077,0.0759915262,0.1920836717,0.0565188043,0.0,0.0278581679,0.1957955807,0.2429813594,0.0,0.0,0.0536741391,0.0599480309,0.159673214,0.1740318835,0.0454893485,0.0225792658,0.090954341,0.084210813,0.0573586002,0.0543884374,0.4190216362,0.4313309789,0.202485323,0.2310764641,0.0685263649,0.0684980452,0.1345140189,0.0,0.0,0.0155413067,0.2523521185,0.2750270069,0.1870071739,0.2166182995,0.000964964,-0.0305229835,-0.0748262331,-0.0346502885
02:23:25:03.811,61,0.0796874315,0.1287039071,0.0865534618,0.0,0.0,0.0855866298,0.0,0.0797782242,0.1286628991,0.0421061479,0.0,0.0,0.085515283,0.0,0.0753698871,0.0,0.0553803518,0.2557598352,0.0753729567,0.1789551228,0.0561802052,0.0,0.0262674782,0.195170179,0.239307642,0.0,0.0,0.0552495345,0.0610726662,0.1596319824,0.1737715155,0.0459293574,0.0231350232,0.085717164,0.0799164996,0.0573265888,0.0544366986,0.4287952483,0.4403594434,0.1802930534,0.2037396282,0.0779713243,0.0779258236,0.1301052421,0.0,0.0,0.0153547237,0.2421211898,0.2624296844,0.1783587188,0.2060471922,0.0004965945,-0.0282718427,-0.0825494006,-0.0252608676
02:23:25:04.811,61,0.0851174816,0.1255518496,0.0891992897,0.0,0.0,0.0887819603,0.0,0.085169211,0.12552315,0.0395752378,0.0,0.0,0.0887074322,0.0,0.0784043297,0.0,0.0555879846,0.268555373,0.0752779096,0.1575332731,0.0557071157,0.0,0.0251832623,0.1920072436,0.231414482,0.0,0.0,0.0569883212,0.0625688434,0.1596284509,0.1734775752,0.046462886,0.0245632958,0.0783862174,0.0712711886,0.057122957,0.0543079339,0.4340750873,0.4451713562,0.1505020857,0.1721815318,0.0833968595,0.0833229199,0.1279405653,0.0,0.0,0.0151365548,0.2244063318,0.241727367,0.168168515,0.1939611137,0.0001328256,-0.0260913987,-0.0891041011,-0.0176900476
02:23:25:05.811,61,0.1009020209,0.1280228943,0.098089695,0.0,0.0,0.0904590711,0.0,0.1009175107,0.1280510724,0.0308573283,0.0,0.0,0.0903840289,0.0,0.0757548138,0.0,0.0532984249,0.2206856459,0.1082368642,0.1324805319,0.0565722436,0.0,0.024272725,0.1862554401,0.2260297686,0.0,0.0,0.0577142686,0.063138783,0.1591413021,0.1702566296,0.0470450968,0.026721973,0.0757067427,0.0643634945,0.0568095446,0.0540571287,0.3476487994,0.3530716598,0.0930133462,0.1084924042,0.0938258469,0.0936130658,0.126679644,0.0,0.0,0.0150502808,0.219194755,0.2351865321,0.1646511406,0.18976973,0.0001972845,-0.0227154698,-0.0916252956,-0.011228526
02:23:25:06.811,61,0.1065331101,0.1323609799,0.0992246419,0.0,0.0,0.09098313,0.0,0.1065398678,0.1324028224,0.0298632644,0.0,0.0,0.0909096599,0.0,0.0681765825,0.0,0.0462382995,0.1986585706,0.1223784834,0.114290677,0.059301801,0.0,0.0234819315,0.1762150973,0.2198204845,0.0,0.0,0.0580993071,0.0633908659,0.1578484178,0.1648890376,0.0480205119,0.0299369711,0.0740277469,0.0579793304,0.0562903471,0.0536138192,0.3112719059,0.3143345714,0.0749281645,0.0878679007,0.1011780947,0.1008386165,0.1259750575,0.0,0.0,0.015000823,0.2131364048,0.2226841748,0.1624357849,0.1872167736,0.000140285,-0.0177018754,-0.0886361599,-0.004721819
02:23:25:07.811,61,0.1238282397,0.1350391656,0.0997432247,0.0,0.0,0.0913083404,0.0,0.1238280609,0.1350885481,0.0294104293,0.0,0.0,0.091237016,0.0,0.0649287403,0.0,0.0432475321,0.1915313005,0.1315073967,0.1070864052,0.0638869703,0.0,0.0227923505,0.1658482254,0.2085750699,0.0,0.0,0.0585815571,0.0637461469,0.1559363455,0.1609713137,0.0493813418,0.0353489146,0.0725012869,0.053014189,0.0558740161,0.0532628484,0.2966269851,0.2991926074,0.0652722269,0.0765967667,0.1072070226,0.1067964733,0.1254057139,0.0,0.0,0.0150207402,0.2014803588,0.2057464868,0.1572976559,0.1793821454,0.0001221096,-0.0124452785,-0.0803754628,0.0005089722
02:23:25:08.811,61,0.1283821017,0.1316069216,0.1007408723,0.0,0.0,0.0920499638,0.0,0.1283810735,0.1316562295,0.0286595654,0.0,0.0,0.0919847712,0.0,0.0633198917,0.0,0.0418484658,0.2070953548,0.159308672,0.102786392,0.068123728,0.0,0.022145167,0.1574978828,0.1943330467,0.0,0.0,0.0591096617,0.064137958,0.1539752632,0.1591179967,0.0529441461,0.0454661213,0.0686865896,0.0470561199,0.0554832555,0.0529096946,0.3198579252,0.3330568671,0.0577368848,0.0665732324,0.1102699786,0.1098750681,0.1244039088,0.0,0.0,0.0151243694,0.1948298067,0.1967222691,0.1538035125,0.1725274771,0.0001039984,-0.0093342932,-0.0750843212,0.0034755873
02:23:25:09.811,61,0.1176594272,0.1279259473,0.1019367799,0.0,0.0,0.0927811265,0.0,0.1176633164,0.1279751211,0.0279274527,0.0,0.0,0.0927168429,0.0,0.0624162965,0.0,0.0469010919,0.2644554675,0.1300890744,0.1503274888,0.0717831403,0.0,0.0216166321,0.1464544237,0.1717387587,0.0,0.0,0.0591284856,0.0639762059,0.1522025913,0.1581705213,0.0535611026,0.0476389118,0.0665372908,0.044944942,0.0549606644,0.0523637235,0.3409529626,0.3532800376,0.065151684,0.075992845,0.1128982455,0.1125428155,0.1238397062,0.0,0.0,0.0152104534,0.1924637854,0.1933006793,0.1522664428,0.169859916,4.30957e-05,-0.0066018216,-0.074645102,0.0054864259
02:23:25:10.812,61,0.055518616,0.1093609333,0.102201201,0.0,0.0,0.0972962379,0.0,0.0555601493,0.1093777642,0.0281441119,0.0,0.0,0.0972092226,0.0,0.068626292,0.0,0.0574357472,0.348331362,0.1144741252,0.1671983749,0.0729313269,0.0,0.0212740991,0.11984694,0.1523242146,0.0,0.0,0.0592424236,0.063944824,0.1516830474,0.1595921963,0.0537511669,0.0478163064,0.0638852194,0.0439237431,0.0543770045,0.0517569035,0.4274941087,0.4452185035,0.0813286006,0.0954246148,0.106185019,0.1060181409,0.1235929057,0.0,0.0,0.0152371433,0.1908041686,0.1914422214,0.1467176378,0.1618762165,0.0004114606,-0.0047789123,-0.0808927566,0.006792035
02:23:25:11.812,61,0.043831531,0.097525388,0.1011957973,0.0,0.0,0.1041302755,0.0,0.0438702404,0.0975157768,0.0294861477,0.0,0.0,0.1040002927,0.0,0.069237709,0.0,0.060861554,0.2974019349,0.1158207208,0.1744302958,0.0940387249,0.0,0.0211033486,0.0660055503,0.0926422626,0.0,0.0,0.0584884845,0.0622711219,0.1425787061,0.1583223045,0.0534709208,0.0477590449,0.0625777766,0.0433316492,0.0538478047,0.0511654504,0.3524830341,0.3676218987,0.0818978325,0.0920319334,0.1046001688,0.1044855565,0.1233855113,0.0,0.0,0.0155154457,0.1894788146,0.1891931891,0.1439054012,0.1562048644,0.0009843396,-0.0024546711,-0.097232528,0.0076348474
02:23:25:12.811,61,0.0367583074,0.0882520229,0.1004808918,0.0,0.0,0.1107525975,0.0,0.0367983691,0.0882229507,0.0304150246,0.0,0.0,0.1105991527,0.0,0.0682301596,0.0,0.0626951307,0.2818187475,0.1145305187,0.1778387278,0.0993360877,0.0,0.0207909551,0.0512131676,0.0784885213,0.0,0.0,0.0575612113,0.0607766323,0.1396925896,0.1576185673,0.0530102365,0.0458696336,0.0617989153,0.0432260334,0.0533481278,0.0506167077,0.3396142423,0.354334712,0.0829847753,0.092310451,0.1038433313,0.1037552208,0.1234147847,0.0,0.0,0.0157408956,0.1886178106,0.1881511211,0.1411539912,0.1520867497,0.0029202341,-0.0017567723,-0.1066268086,0.0070701241
02:23:25:13.812,61,0.0385793149,0.0848152861,0.0982040539,0.0,0.0,0.1145765707,0.0,0.038619522,0.084771052,0.0326927789,0.0,0.0,0.1144134849,0.0,0.0588453002,0.0,0.0632984564,0.2286304384,0.1139617935,0.1723617762,0.1019237265,0.0,0.0203515179,0.0473897755,0.0768399313,0.0,0.0,0.0558393672,0.0584887788,0.1378723681,0.156305328,0.0524768196,0.043055784,0.0616082884,0.043450281,0.0528389178,0.050072372,0.2876700759,0.295786798,0.0819233209,0.090139538,0.1032409221,0.1031639874,0.123510167,0.0,0.0,0.015964333,0.1881311387,0.1876532435,0.1393750757,0.149636969,0.0036209221,-0.0012223041,-0.1166419461,0.0062994645
02:23:25:14.812,61,0.0385038033,0.080119215,0.0968061686,0.0,0.0,0.1173377931,0.0,0.0385438949,0.0800624937,0.0339457579,0.0,0.0,0.1171695888,0.0,0.0523602776,0.0,0.0619563088,0.1948751062,0.1138416231,0.1409375072,0.101448521,0.0,0.0198464096,0.0923586488,0.1219090298,0.0,0.0,0.0549148209,0.057375472,0.1366881728,0.1552192569,0.0521974117,0.0412426181,0.0633845255,0.0443591662,0.0525209419,0.0497227535,0.265501827,0.2716507614,0.0782614574,0.0854735449,0.1031716913,0.1030972078,0.1234283969,0.0,0.0,0.0161911137,0.1880739033,0.1876400113,0.1381561458,0.1481189728,0.0032236842,-0.0012046128,-0.1210356876,0.004578081
02:23:25:15.812,61,0.0382165015,0.077166684,0.1002670079,0.0,0.0,0.1278684735,0.0,0.0382564627,0.0771192685,0.0301709007,0.0,0.0,0.1276658624,0.0,0.0457407422,0.0,0.0468856506,0.1124168858,0.1157045364,0.0717455074,0.0962068141,0.0,0.0194347315,0.1372485012,0.1786993444,0.0,0.0,0.0542741232,0.0566951409,0.1292673796,0.141430676,0.0553178787,0.0403456725,0.0801310912,0.0459445268,0.0525586903,0.0497734174,0.176595673,0.1788810343,0.0498206206,0.0533338003,0.1121134982,0.1119695529,0.1230001077,0.0,0.0,0.0164929237,0.1879213452,0.1874450147,0.1372345537,0.14719145,0.0026145019,-0.0017592562,-0.1228027046,0.0016750835
02:23:25:16.812,61,0.0380454659,0.0699430183,0.0965034068,0.0,0.0,0.156836018,0.0,0.0380845927,0.0698715821,0.0335537344,0.0,0.0,0.1566350609,0.0,0.0434942916,0.0,0.0359649137,0.1015570611,0.1218756437,0.0511664189,0.0918987989,0.0,0.0197116286,0.2157098651,0.2625917196,0.0,0.0,0.0673957095,0.0774289817,0.1218155846,0.1328725666,0.1159848869,0.0561035834,0.0951675177,0.0467287488,0.0582283437,0.0567289591,0.1553250551,0.1591486633,0.0371176861,0.0407859273,0.1199325025,0.1198329329,0.1228668913,0.0,0.0,0.0179903246,0.188218981,0.1897947341,0.1363935769,0.1465627849,0.0007956853,-0.0005463011,-0.1200856641,-0.0030616752
02:23:25:17.813,61,0.0376688614,0.0689679459,0.0932698026,0.0,0.0,0.1719497591,0.0,0.0377063565,0.0688844994,0.036678683,0.0,0.0,0.1718118638,0.0,0.0425711535,0.0,0.0285367183,0.0960941166,0.1238508895,0.0409088396,0.0900141448,0.0,0.0201774854,0.2451822013,0.2996548116,0.0,0.0,0.0738838762,0.0844424069,0.1189927757,0.1291782856,0.1315941662,0.0604616366,0.1123182252,0.0493900105,0.0656260848,0.0649988428,0.1508502811,0.1556175649,0.0315697901,0.0351201966,0.1237156764,0.1236387342,0.122894302,0.0,0.0,0.0206562337,0.2237748355,0.2433653027,0.1365618557,0.1517207325,1.69253e-05,-0.0004304889,-0.1185777411,-0.0078645041
02:23:25:18.812,61,0.0369812436,0.0681017265,0.0890630633,0.0,0.0,0.1824023277,0.0,0.0370082557,0.0680034459,0.0407997854,0.0,0.0,0.1823183298,0.0,0.0425208658,0.0,0.0241006166,0.1045514941,0.129617244,0.0363575742,0.0878854394,0.0,0.0204242133,0.2782816589,0.3363644779,0.0,0.0,0.0769249275,0.087928094,0.1179512069,0.1273621917,0.1390165538,0.0629500374,0.1182447299,0.0505522303,0.0683339685,0.0680281594,0.1730927974,0.1770858169,0.0287812296,0.0323804207,0.1261814088,0.1261162609,0.1230797321,0.0,0.0,0.021889817,0.2614663839,0.2795265317,0.1456401646,0.1693416089,3.075e-07,-0.0015161744,-0.1176533774,-0.010132716
02:23:25:19.813,61,0.0327068307,0.0684035942,0.0896736905,0.0,0.0,0.1890285313,0.0,0.0327120312,0.0683073252,0.0403376073,0.0,0.0,0.18897596,0.0,0.0430411138,0.0,0.0218251757,0.1079706699,0.1334373951,0.0348208509,0.0837468281,0.0,0.0203095991,0.2955373228,0.3506371975,0.0,0.0,0.0787250251,0.0897535458,0.1180667058,0.1266281605,0.1390362531,0.0642762184,0.1210179999,0.0513031073,0.069775328,0.0695952475,0.1847285926,0.1882825494,0.0275454707,0.0312362276,0.1302399635,0.130166918,0.123179704,0.0,0.0,0.0227095392,0.2747799158,0.2930243611,0.1503880918,0.1747614443,2.156e-07,-0.0031956013,-0.1171467826,-0.010747401
02:23:25:20.813,61,0.0257992987,0.0646546632,0.0876947418,0.0,0.0,0.1993685663,0.0,0.0257803295,0.0645479783,0.0422578231,0.0,0.0,0.1993316263,0.0,0.0436345041,0.0,0.0207133237,0.1162017137,0.1433663219,0.0357082374,0.079280749,0.0,0.0198567417,0.3030685484,0.3556115925,0.0,0.0,0.0796868876,0.0904966965,0.1193608269,0.1266137511,0.1310911775,0.0651630312,0.1127246618,0.051387161,0.0702957064,0.0701119825,0.2230009139,0.2256953716,0.0271056481,0.0308643188,0.1326142102,0.1325248182,0.1231984943,0.0,0.0,0.0231527239,0.2814806998,0.2995684743,0.1530315876,0.1775480658,1.729e-07,-0.0044731507,-0.121662885,-0.0076678516
02:23:25:21.813,61,0.0190195031,0.0606059581,0.0868661031,0.0,0.0,0.2075332701,0.0,0.0189945176,0.0604925826,0.043053139,0.0,0.0,0.207499519,0.0,0.0440697074,0.0,0.0202503297,0.1192605421,0.1473669857,0.0371299013,0.0753702596,0.0,0.01863054,0.2874573469,0.3201854527,0.0,0.0,0.0798117518,0.0894694775,0.1200507209,0.1267540604,0.1176901236,0.0655472875,0.1002699584,0.0510387085,0.0700031891,0.0692765638,0.2356465608,0.238358289,0.0271217078,0.0309294891,0.1338474005,0.1337523907,0.1229921579,0.0,0.0,0.0233024098,0.2745741308,0.2817183435,0.154269889,0.1784929335,4.026e-07,-0.0039337473,-0.1275726706,-0.0025213065
02:23:25:22.813,61,0.0163198356,0.0607440434,0.0870594233,0.0,0.0,0.2103004307,0.0,0.0162921883,0.060631413,0.0428477265,0.0,0.0,0.2102671862,0.0,0.0442977026,0.0,0.0203198586,0.120847784,0.1492552161,0.0382150784,0.072718434,0.0,0.0169661697,0.2643478811,0.2956724465,0.0,0.0,0.0793522075,0.0867711753,0.1204394847,0.1269200891,0.1077249274,0.0654454529,0.0942417681,0.050587263,0.0688040033,0.0673921108,0.2421554923,0.2447815239,0.02745427,0.0312846005,0.1417831182,0.1416795403,0.1213281527,0.0,0.0,0.0232374817,0.2368129492,0.2414445132,0.1544519365,0.1724309176,1.363e-06,-0.0013040099,-0.1329217255,0.0018019385
02:23:25:23.813,61,0.0167305097,0.0629693568,0.0865535438,0.0,0.0,0.1968263388,0.0,0.0167132169,0.0628572628,0.0434549563,0.0,0.0,0.1967320293,0.0,0.0446438342,0.0,0.0297836941,0.1701245606,0.0948727652,0.1162094027,0.0712879151,0.0,0.0143289883,0.1940303892,0.2175261974,0.0,0.0,0.0714452788,0.0748712048,0.1209700629,0.12738958,0.060681127,0.0467315875,0.0905445591,0.0523553863,0.0680634603,0.0662273169,0.3174095154,0.3212338686,0.0931058004,0.0993924811,0.1445830464,0.1444467753,0.1205186471,0.0,0.0,0.0229577702,0.2354075611,0.244424358,0.1542929262,0.1698055118,4.33658e-05,0.001904624,-0.134630844,0.0043462883
02:23:25:24.813,61,0.0169239622,0.0633845255,0.0844760314,0.0,0.0,0.1869097352,0.0,0.016910797,0.0632663965,0.0455610417,0.0,0.0,0.1867828667,0.0,0.0481530577,0.0,0.0411749259,0.2072831094,0.0808885321,0.1376316845,0.0695893988,0.0,0.0131903756,0.1730707735,0.1948704869,0.0,0.0,0.0684542507,0.0709578991,0.1216077432,0.1287009269,0.0476984866,0.0414403975,0.0815793872,0.0530149229,0.0665953681,0.0642991737,0.3858164251,0.394815594,0.1103750989,0.1174381152,0.1453419626,0.1452095956,0.1198924482,0.0,0.0,0.0225411039,0.232290715,0.2421305329,0.1529680341,0.1656458378,0.001234031,0.0046158992,-0.1376295835,0.0071435808
02:23:25:25.813,61,0.0173236635,0.0632392764,0.0832913965,0.0,0.0,0.1799732745,0.0,0.0173134077,0.0631175712,0.046670787,0.0,0.0,0.1798392683,0.0,0.0495234914,0.0,0.0451571047,0.2139843702,0.0736865252,0.1480296552,0.067336157,0.0,0.0122295143,0.1626702994,0.1837459058,0.0,0.0,0.0666542798,0.068659991,0.1221716627,0.1294291019,0.0414030664,0.0384678505,0.0778912827,0.0535429381,0.0654734373,0.0629734471,0.3984897435,0.4044869542,0.1190048456,0.1264961809,0.1455180198,0.1453851461,0.1192159429,0.0,0.0,0.0220563915,0.2302295119,0.2405103147,0.1499915868,0.1610414535,0.001356747,0.0045040883,-0.1399141848,0.0088783894
02:23:25:26.813,61,0.0174946431,0.0641796812,0.0816078708,0.0,0.0,0.1765018702,0.0,0.0174870323,0.0640535504,0.0483455993,0.0,0.0,0.1763630658,0.0,0.0503463522,0.0,0.0473381765,0.1946490109,0.0700500384,0.1492430717,0.0656965449,0.0,0.0114516858,0.1577690542,0.1813738495,0.0,0.0,0.0650547519,0.0670924783,0.1227685139,0.1301174611,0.0392924473,0.0366502814,0.0760186017,0.054193005,0.0646086261,0.0620173737,0.377548337,0.3838271201,0.123118937,0.1308675855,0.145968914,0.1458362788,0.1187660173,0.0,0.0,0.0215509236,0.2290419191,0.2396167517,0.1482395232,0.1586181521,0.0013842974,0.0040691975,-0.1402954012,0.0097224582
02:23:25:27.814,61,0.0175807681,0.0640958697,0.0793628618,0.0,0.0,0.1744065136,0.0,0.0175753366,0.0639628023,0.0505588874,0.0,0.0,0.1742667556,0.0,0.0507811122,0.0,0.0484205261,0.1803243607,0.0682784319,0.1477151066,0.0646474361,0.0,0.0107776299,0.1554439366,0.1805311888,0.0,0.0,0.0632617027,0.0656291023,0.1233741939,0.1307804585,0.03937627,0.0353917554,0.0752708837,0.0558346659,0.0639130622,0.0612771772,0.3627526164,0.3686330914,0.1249435619,0.1328721941,0.146098569,0.145966053,0.1182103679,0.0,0.0,0.0210722424,0.2282085121,0.2390024215,0.147154063,0.1571929753,0.0014921736,0.0028700994,-0.1419236213,0.0108110718
02:23:25:28.814,61,0.0176333562,0.0635779351,0.075648509,0.0,0.0,0.1729771048,0.0,0.0176302418,0.0634332821,0.0541987717,0.0,0.0,0.1728363186,0.0,0.0507805273,0.0,0.0488483123,0.1617282927,0.0677093044,0.1386751235,0.0639219135,0.0,0.0100853462,0.1564182192,0.1828237474,0.0,0.0,0.0609739758,0.0636331737,0.1234430969,0.1308604479,0.0403502509,0.0344853103,0.0751078129,0.0569172129,0.0633660629,0.0607033931,0.3436214626,0.3477336764,0.12430121,0.1319688261,0.1461378634,0.1460055709,0.1158777401,0.0,0.0,0.0206506085,0.2276850343,0.2385620773,0.1468078047,0.1566247195,0.0006181546,0.0008773415,-0.1415806264,0.0111043276
